#Nodes
        1    5.339523407E+000    2.006483268E+000    0.000000000E+000
        2    4.797685091E+000    2.002120103E+000    0.000000000E+000
        3    5.351900187E+000    1.389260572E+000    0.000000000E+000
        4    4.790954047E+000    1.357117007E+000    0.000000000E+000
        5    5.854986868E+000    1.456803313E+000    0.000000000E+000
        6    5.812425875E+000    2.008214588E+000    0.000000000E+000
        7    4.179892535E+000    1.340233370E+000    0.000000000E+000
        8    4.196955321E+000    1.996713493E+000    0.000000000E+000
        9    3.527025689E+000    1.330727769E+000    0.000000000E+000
       10    3.548286115E+000    1.992051957E+000    0.000000000E+000
       11    2.843176939E+000    1.325624631E+000    0.000000000E+000
       12    2.864758896E+000    1.989386717E+000    0.000000000E+000
       13    2.141122001E+000    1.323547252E+000    0.000000000E+000
       14    2.159491487E+000    1.988873905E+000    0.000000000E+000
       15    1.430068576E+000    1.323001906E+000    0.000000000E+000
       16    1.445864182E+000    1.988154116E+000    0.000000000E+000
       17    2.185658569E+000    2.654303141E+000    0.000000000E+000
       18    1.460555721E+000    2.655833965E+000    0.000000000E+000
       19    2.900730735E+000    2.653508068E+000    0.000000000E+000
       20    3.594632002E+000    2.653964604E+000    0.000000000E+000
       21    4.252192891E+000    2.653537848E+000    0.000000000E+000
       22    4.860361563E+000    2.646081168E+000    0.000000000E+000
       23    5.409147235E+000    2.620286525E+000    0.000000000E+000
       24    5.887922016E+000    2.557035895E+000    0.000000000E+000
       25    5.434336172E+000    7.172006098E-001    0.000000000E+000
       26    6.067204961E+000    7.771774488E-001    0.000000000E+000
       27    4.817308846E+000    6.886563538E-001    0.000000000E+000
       28    4.176236844E+000    6.742618172E-001    0.000000000E+000
       29    3.506713737E+000    6.667392539E-001    0.000000000E+000
       30    2.816374927E+000    6.627821362E-001    0.000000000E+000
       31    2.117727445E+000    6.610181767E-001    0.000000000E+000
       32    1.412734817E+000    6.600735302E-001    0.000000000E+000
       33    7.156770311E-001    1.321581967E+000    0.000000000E+000
       34    7.064123863E-001    6.574398181E-001    0.000000000E+000
       35    7.243852238E-001    1.988297992E+000    0.000000000E+000
